SleepQuality,Regularity,Steps,Alarm,PA,MovementsPerHour,TimeInBed,TimeAsleep,TimeBeforeSleep,Snore,SnoreTime,Temperature
1,67,5831,1,87.7,66.2,28034.2,23735.6,186.9,1,0,24.4
0,80,4435,1,87.8,46,22060.2,21913.2,147.1,1,0,24.1
1,71,6932,0,87,81.5,35940.1,30788.7,239.6,1,197,32
0,55,3745,1,87.9,46,17212.7,17098,114.8,1,731,23
0,0,3250,1,87.7,0,4159.9,4076.7,83.2,1,0,28.4
0,0,1325,1,86.5,45.2,20274,20138.8,135.2,1,106,18.3
1,97,5455,1,87.8,22.2,21685.4,21540.9,144.6,1,253,13.6
1,76,5336,0,87.5,48.4,36315.3,34015.4,242.1,1,0,32
1,74,1339,0,87.8,55.2,33253.8,29152.5,221.7,1,0,32
0,66,410,0,87.5,46.2,18545.3,16938,123.6,1,0,32
0,90,1519,0,87.3,61.8,22918.8,19710.2,152.8,1,66,32
1,83,1420,1,99.1,53.3,24925.7,21353,166.2,1,0,32
1,0,1711,0,87.1,58.7,29134.1,23792.8,194.2,1,131,32
1,81,1331,0,87.4,71.3,31796.5,29570.8,212,1,161,32
1,75,3990,0,87.4,69.5,28814.7,27566.1,192.1,1,108,32
0,64,1318,1,86.7,93,23214.8,20196.9,154.8,1,0,30.9
0,54,2162,0,85.9,109.5,44250.6,36580.5,295,1,400,32
0,32,823,0,87.1,77.7,22198.1,17684.5,148,1,0,32
0,46,3094,0,87.4,58.9,20946.6,15919.4,139.6,1,0,32
1,56,3876,1,87.4,40.6,30706.9,29376.3,204.7,1,169,49.6
0,58,1178,1,87.2,42.7,22019.9,20992.3,146.8,1,284,32.5
1,65,3471,1,87.6,56.5,27307.3,24667.6,182,1,0,32
1,69,3636,1,86.6,6.7,29593.5,29396.2,197.3,1,0,33.4
0,82,2750,1,86.5,36.1,17275.5,15260,115.2,1,0,23.9
0,90,1103,1,87.1,79.6,21447.7,19302.9,143,1,0,28.6
0,93,3605,1,87.5,56.8,22005.5,18924.7,146.7,1,0,28.8
0,94,2907,1,86.7,92.9,20865.6,20239.6,139.1,1,0,33.6
1,93,4780,1,86.1,40.7,24339.4,21824.3,162.3,1,0,24.4
1,49,1566,0,88.2,83.8,30540.2,28198.8,203.6,1,0,32
1,0,1640,1,87.9,52.3,29042,26525,193.6,1,0,44.2
1,52,3252,1,87.6,57.7,24652.3,22104.9,164.3,1,92,31.5
1,70,3889,1,87.5,33.8,24398.5,21633.4,162.7,1,0,26.8
1,74,3041,1,88.1,48.4,26140.5,23439.3,174.3,1,0,30.7
1,88,4855,1,88.1,56,29501.2,27829.4,196.7,1,0,30.9
1,41,1596,1,86.9,45.9,24485,19996.1,163.2,1,0,32
1,59,3082,1,86.5,57.7,27169,24814.3,181.1,1,0,32
1,76,3922,1,87.6,67.4,29931.2,24543.6,199.5,1,153,19.8
1,77,4331,1,87,64.3,28509.4,23377.7,190.1,1,0,32
1,83,8035,1,87.4,58.3,39165.2,36032,261.1,1,0,32
1,77,3569,1,88,49.8,28758.3,27416.3,191.7,1,0,24.6
1,77,4106,0,87.5,47.3,27613.1,26048.4,184.1,1,0,32
1,79,7780,0,86.1,76.5,35710.7,31306.4,238.1,1,0,32
1,63,4220,1,86.9,64.4,26128,22644.3,174.2,1,0,18
1,89,4581,1,86.9,52.6,28460.3,25614.3,189.7,1,0,32
1,89,3228,1,87.5,42.6,27330.1,26328,182.2,1,0,6.1
1,82,3183,0,87.4,42.2,35568.5,31656,237.1,1,189,32
1,78,933,0,87.3,68.2,29650.6,25894.8,197.7,1,336,32
1,63,683,1,86.4,74.7,28187.5,25744.5,187.9,1,0,10.9
0,71,3282,1,87.3,87,25250.4,25082,168.3,1,262,-3.5
1,78,3030,1,87.1,42.1,25011.7,22427.1,166.7,1,0,20.8
1,72,4179,0,86,43.2,31888.2,30931.5,212.6,1,127,32
0,79,2174,1,87.7,59.1,24019.5,20576.7,160.1,1,0,6.1
1,85,3837,1,87.6,42.1,28285.3,25551,188.6,1,420,8.2
1,92,4509,1,87.3,45.3,25789.2,23038.4,171.9,1,1234,18.9
1,55,4439,0,87,35.9,29282.1,25475.4,195.2,1,0,32
1,82,2018,0,87.1,55,32176.9,26385.1,214.5,1,0,32
0,85,2039,0,87.4,63.1,23058.6,17832,153.7,1,0,32
1,79,1112,1,86.3,40.3,23783,22673.1,158.6,1,0,26.4
1,83,5757,1,86.4,45.4,25132.7,24965.2,167.6,1,155,20.7
1,94,5801,1,86,22.8,22492.1,20167.9,149.9,1,0,17.8
1,77,4669,0,86.2,42.6,27856.1,26091.9,185.7,1,0,32
1,67,656,0,86.9,66.2,29543,27179.6,197,1,61,32
1,57,3804,1,87.3,70.9,29421.6,25400.6,196.1,1,860,23
1,70,4768,1,87.2,57.1,28866.1,26941.7,192.4,1,99,26.6
1,78,4991,1,86.3,59.1,23731.7,23573.5,158.2,1,0,33.1
1,83,3026,1,85.8,7.9,32657.6,32439.9,217.7,1,0,37.9
0,0,76,0,88,74.4,24840.3,22770.3,165.6,0,0,32
1,0,2515,0,88,81.2,32404.8,27004,216,1,0,32
0,87,3049,0,87.5,100,26757.3,24349.1,178.4,1,0,32
0,40,2629,0,87.3,65.8,19911.7,16327.6,132.7,1,0,32
1,27,1717,1,86.3,83.3,28783.6,27920.1,191.9,1,2168,28.6
1,60,3671,0,87.1,121.2,33032.9,28738.7,220.2,1,0,32
0,59,3314,1,87,109.2,25139,20278.8,167.6,1,640,41.2
1,71,3149,1,87,82.3,27587.2,23541.1,183.9,1,178,45.3
0,78,4066,1,86.7,103.1,24487.2,21140.6,163.2,1,0,40.6
0,78,4113,0,85.6,86.1,24784.1,20488.2,165.2,1,0,32
0,37,4345,0,99.8,100,19528.3,16729.3,130.2,1,0,32
1,37,4906,1,86.8,105.4,30871.1,29739.2,205.8,1,0,32
1,76,3361,1,86.8,115.2,31766.4,29860.4,211.8,1,0,35.4
1,79,4109,1,86,86.7,25188.8,21830.3,167.9,1,0,32
1,84,2726,1,87.7,107.1,31679.1,31467.9,211.2,1,85,40.5
0,91,2030,1,85.9,146.6,28215,28026.9,188.1,1,0,33.8
1,0,4062,1,87.6,111.9,28047.7,26645.4,187,1,0,34.5
1,0,5280,1,87.7,85.1,36770.2,32602.9,245.1,1,0,32
1,75,3310,1,87.3,82.9,28397.2,25746.8,189.3,1,0,52.7
0,80,3992,1,86.6,128.5,25309.6,23369.2,168.7,1,0,32
0,77,3222,0,86.7,104.9,25488.9,20985.9,169.9,1,0,32
0,23,527,1,87,107.9,25192.4,22421.2,167.9,1,0,37
1,55,5598,1,87.3,75,26502.6,23940.7,176.7,1,767,48.9
1,69,3826,1,87.6,68.7,27211.1,25034.2,181.4,1,69,52.2
1,87,4140,1,87.5,59.1,25068.7,23063.2,167.1,1,0,56.3
1,82,3552,1,87.5,67.4,32852.2,32633.2,219,1,1927,62.6
1,87,3262,1,87,56.9,29603.7,27531.4,197.4,1,0,48.7
1,86,3493,1,87.1,82.3,28243.9,26455.1,188.3,1,0,46.2
1,90,5850,1,87.2,81.2,26406.7,26230.7,176,1,65,41.9
1,81,3799,1,87.2,46.6,24167.4,24006.3,161.1,1,0,32
1,72,3628,1,87,86.4,28012.5,24184.1,186.7,1,0,32
1,77,2465,1,86.9,54.3,28704.3,23920.2,191.4,1,1065,46.2
1,72,2811,1,87,49.3,30862.8,28496.6,205.8,1,0,51.1
1,81,3478,1,87.1,54.3,30606.2,27341.6,204,1,85,52.3
1,87,3327,1,87,93.3,28658.3,24264,191.1,1,0,51.3
1,90,3540,1,87,46.2,32335.8,29641.1,215.6,1,0,32
1,85,10459,1,86.8,47.4,26337.9,20455.7,175.6,1,88,32
1,86,4877,1,87,87.2,28480.7,24208.6,189.9,1,0,32
1,85,3580,1,86.9,68.5,32579.8,28887.4,217.2,1,512,52.9
1,86,4236,1,86.7,72.2,28291.9,25368.4,188.6,1,0,32
0,0,9957,1,87.4,189,30393,30190.4,202.6,1,2632,45.7
1,81,16188,0,87.5,105.5,27874.7,25644.7,185.8,1,0,32
1,83,5032,1,87.3,58.1,31241.6,29263,208.3,1,0,32
0,75,3464,1,86.8,165.7,30701.6,26096.3,204.7,1,1760,32
0,62,4147,1,86.3,31.3,14179.7,12998,94.5,1,0,32
1,54,3815,0,87.1,52,31784.6,28500.2,211.9,1,0,32
1,63,3528,1,87.7,40.6,30025.9,28124.2,200.2,1,0,50
1,79,4292,1,87.4,77.1,25658.9,20698.2,171.1,1,0,54.7
0,67,3772,1,87,90,10451.1,8465.4,69.7,1,86,44.8
0,11,3185,1,86.9,82.8,21708.5,19610,144.7,1,0,32
1,31,6995,1,86.7,49.6,29125.2,28931.1,194.2,1,0,47.1
0,56,5715,1,86.7,101.4,6664.2,6530.9,133.3,1,586,41
1,50,4924,0,87.2,84.6,27449,23972.2,183,1,0,32
1,0,3532,1,86.9,71.8,26680.3,23745.5,177.9,1,0,32
0,0,2259,0,87.3,84.2,23502.1,21073.5,156.7,1,0,32
1,75,6388,1,87.4,83.5,25270.2,25101.8,168.5,1,97,32
1,83,13129,1,87.3,57.3,24788.2,20574.2,165.3,1,0,32
1,86,11551,1,87.3,57.2,22741.7,18117.6,151.6,1,0,32
0,0,5163,0,101.8,172.1,30445.9,28416.2,203,1,0,32
0,95,3794,0,102.1,163.4,28452.9,25702.5,189.7,1,838,32
1,79,4104,0,87.6,65.2,27369.7,22169.5,182.5,1,0,32
1,0,6531,1,87.1,73.2,28124.1,23436.8,187.5,1,0,32
0,93,1308,1,87.6,152.2,24933.1,22273.5,166.2,1,0,32
1,95,14979,1,87.4,39.6,24644.9,22344.7,164.3,1,1046,32
1,94,996,1,87.6,64.4,27383.4,23458.4,182.6,1,0,32
1,62,10694,0,87.4,40,22263,20927.2,148.4,1,0,32
1,50,4035,1,95.9,37.6,25209.2,25041.2,168.1,1,0,32
1,0,6079,1,87.5,23.3,24167.8,24006.6,161.1,1,0,32
0,82,1955,1,87.5,134.7,27198.8,27017.5,181.3,1,503,32
0,81,16083,1,87.6,28.8,19032,18524.5,126.9,1,0,32
1,81,3855,1,87.6,56.7,27265.4,21721.5,181.8,1,0,65.8
1,92,12708,1,87.7,69.7,30643.7,25945,204.3,1,0,71.6
1,92,13421,1,87.5,75.4,30440.4,27294.9,202.9,1,0,61.3
1,92,9170,1,87.3,37.8,26832.8,25848.9,178.9,1,0,60.8
0,0,1950,0,87.3,104.1,19595.1,15480.1,130.6,1,0,32
1,86,14389,0,87.2,79.7,25549.8,20439.8,170.3,1,80,32
1,79,8867,1,87.2,58.2,37573.2,34817.8,250.5,1,0,54
1,73,9092,1,87.2,43.5,27848.4,27662.7,185.7,1,0,60.8
0,66,17381,1,87.2,44.7,12312.9,8619,82.1,1,298,45.1
0,73,10134,1,101,59.9,18562.4,15901.8,123.7,1,0,63.7
1,69,2996,0,87.1,55.7,37658.3,34896.7,251.1,1,86,32
1,59,1400,1,87.3,18.5,21567.3,21423.5,143.8,1,0,66.2
1,68,12379,1,87.2,46.3,27503.5,24936.5,183.4,1,0,66.9
0,79,5794,1,87.2,63.5,21890.2,18825.6,145.9,1,0,59
0,88,4792,0,94.5,157.2,26244,24144.5,175,1,1619,32
1,74,8087,1,87,37,28834.3,27200.3,192.2,1,0,74.8
0,75,4270,1,87.6,37.1,17845.7,16715.4,119,1,315,32
0,77,10427,1,87.7,118.4,26618.3,25908.4,177.5,1,0,54.5
0,84,12494,1,87.5,148.1,24522.6,21498.1,163.5,1,6249,32
1,65,4706,1,96.4,111.8,27582.1,25559.5,183.9,1,0,77.2
0,75,2087,1,87.1,112.2,16714.5,16213,111.4,1,0,53.6
0,86,3451,1,87.1,159.4,17783.8,15471.9,118.6,1,65,53.6
1,87,6173,1,87.1,80.3,27509.8,26684.5,183.4,1,0,53.2
0,80,8282,1,86.9,82.9,19455,17509.5,129.7,1,69,32
1,69,7030,0,87.1,75.6,30686.2,27924.4,204.6,1,0,32
0,69,0,1,87.1,16.7,15093.9,12678.9,100.6,1,0,57.4
0,73,0,1,87.4,6.1,12261.6,12016.4,245.2,1,1714,42.3
0,0,10792,1,87.2,133.1,20050.2,18312.6,133.7,1,347,72.9
1,0,7603,1,87,48.5,30199.6,28085.6,201.3,1,0,51.4
1,0,8212,0,94.6,25,31149.1,28864.8,207.7,1,0,32
1,93,5502,1,94.8,51.9,28307.7,21985.7,188.7,1,0,50.7
0,76,9944,1,94.8,66.8,21832.7,17757.2,145.6,1,70,64.6
0,83,7904,1,94.7,141.8,26329.8,22731.4,175.5,1,0,71.4
0,84,8525,1,94.1,28,17742.9,15850.3,118.3,1,0,57.4
1,0,9057,1,94,39.2,27228,27046.5,181.5,1,0,45.9
0,0,2602,1,94.7,53.6,19825.8,16058.9,132.2,1,0,32
1,79,7131,1,94.3,25.5,28981.6,28788.4,193.2,1,0,48.6
1,66,10871,0,94.7,50.8,28448.3,25887.9,189.7,1,0,32
0,70,5079,0,87.1,81.6,21235.4,17837.8,141.6,1,0,32
1,75,2413,1,95.2,30.1,29716.9,29518.8,198.1,1,0,42.3
1,69,7355,1,94.9,58.7,27047.5,20466,180.3,1,0,58.8
1,83,8511,1,94.9,49.2,28153.3,25150.2,187.7,1,197,61.9
0,92,6877,1,87.9,76.7,22908.6,19243.2,152.7,1,63,36.5
1,90,3273,0,87.9,34,25905.1,25214.3,172.7,1,0,32
0,0,106,1,94.3,116.2,5673.5,5560.1,113.5,1,0,32
1,94,4086,1,94.1,34.6,23215.7,22132.3,154.8,1,0,32
1,86,7486,1,94.6,38.2,28759.3,28567.5,191.7,1,0,47.1
1,83,7088,1,95,42.9,25121.9,22860.9,167.5,1,0,56.3
0,0,0,1,95.5,54.9,24886,22646.3,165.9,1,0,43.5
1,98,0,1,95.4,58.7,25445.4,22646.4,169.6,1,0,48
0,97,0,1,95.6,67.2,24178.6,22647.3,161.2,1,0,52.9
1,80,0,0,95.5,43.3,31969.5,31756.4,213.1,1,0,32
1,59,0,1,95.6,57.4,28174.5,24887.5,187.8,1,0,32
1,55,0,1,95.2,48,34276.4,34047.9,228.5,1,0,32
1,66,0,1,95,33,28277.7,28089.2,188.5,1,0,39.2
1,88,0,1,95.2,36.5,24998.4,24831.8,166.7,1,0,44.8
1,91,0,1,95.2,21.6,26300.3,24547,175.3,1,0,39.9
1,93,0,1,95.6,36.4,31079.3,29007.3,207.2,1,0,39.2
1,82,0,0,95.6,51.2,45761.1,45456,305.1,1,0,32
1,57,0,1,95.6,30.3,27105.2,26924.5,180.7,1,0,51.1
1,92,0,1,95.7,26.3,23797.2,18879.1,158.6,1,0,53.4
1,91,0,1,95.8,29.2,28182.3,27430.7,187.9,1,0,53.8
0,90,0,1,95.5,32.6,22969.5,22816.3,153.1,1,0,52.3
1,78,1372,0,87.6,56.9,41447.5,34401.4,276.3,1,0,32
0,61,0,0,87.5,7.6,15281.5,13294.9,101.9,1,0,32
1,51,0,0,87.7,32.8,33509.8,32281.1,223.4,1,0,32
0,49,0,1,94.9,43.8,24753.4,23103.2,165,1,0,32
1,65,7785,1,94.6,55.8,26423.3,22635.9,176.2,1,184,51.4
0,74,0,1,94.1,31.8,20148.5,19006.7,134.3,1,0,32
1,0,0,1,95,17.2,26464.2,26287.8,176.4,1,0,48.6
0,79,0,1,94.2,19.9,17222,17107.2,114.8,1,0,44.2
0,78,0,1,92.9,49.2,26614.8,26437.4,177.4,1,0,39.6
1,69,0,0,94,36.1,40061.2,38325.2,267.1,1,716,32
1,67,0,1,93.9,41.6,28992.4,28799.2,193.3,1,0,34.9
1,-12,0,1,94.7,37.6,28690.6,24865.1,191.3,1,0,34.2
0,0,0,1,95.2,36.7,23252.1,19996.8,155,1,0,32.5
0,-109,0,1,94.9,20.3,20340.3,19323.3,135.6,1,0,34
1,-28,0,0,94.4,37.2,27366.2,24538.4,182.4,1,0,32
0,8,0,0,94.5,47.6,24864.4,24698.6,165.8,1,0,32
1,73,0,1,94.7,21.6,23900.3,22307,159.3,1,0,37
0,82,5186,1,87.8,67.9,20363.9,18395.4,135.8,1,0,32
1,69,0,0,87.5,35.9,37908.5,32854.1,252.7,1,0,32
0,36,0,1,87.6,0,6968.1,6828.7,139.4,1,0,32
0,67,274,1,86.8,66.1,16693.7,16582.4,111.3,1,0,40.1
0,97,1424,1,87,104.7,15961,11279.1,106.4,1,0,31.3
0,92,2403,1,86.6,72,21512.3,16923,143.4,1,0,39.7
0,6,249,1,87.1,67.7,9928.8,8638.1,66.2,1,263,32
1,-108,0,1,87,20.4,30485.4,29469.2,203.2,1,0,32
0,74,1572,0,86.7,63,17514.3,14478.5,116.8,1,0,32
0,93,2767,1,87.8,90.9,17491.5,14926.1,116.6,1,1575,23
1,63,2916,0,99.2,78.6,29467.9,26324.7,196.5,1,1137,32
1,74,2878,0,99.8,138.5,31034.7,27103.6,206.9,1,355,32
0,0,0,1,85.5,19.1,17517.1,15473.5,116.8,1,0,28.6
1,74,0,1,94.2,51.7,28947.3,28754.4,193,1,0,32.2
1,81,0,1,94.5,30.8,24300.2,24138.2,162,1,0,44.2
0,84,0,1,93.7,28.9,19967.6,19834.4,133.1,1,0,42.4
1,83,3535,0,94.3,77.2,30318.3,25063.1,202.1,1,0,32
0,71,5526,1,94.8,63.9,17699.9,13510.9,118,1,0,37.8
1,77,0,1,94.5,34.1,24548.8,23894.2,163.7,1,0,37.9
1,90,5428,1,94,37.1,26048.3,24398.6,173.7,1,0,37.9
0,85,0,1,93.7,30,15525.4,13869.4,103.5,1,0,35.8
1,84,0,1,92.9,11.2,23835.9,22326.3,158.9,1,0,38.3
1,78,0,0,95.1,48.1,33085.5,29666.7,220.6,1,0,32
0,78,0,0,95,88.1,33888.6,26546.1,225.9,1,0,32
0,0,628,0,95.1,37.6,17092.8,13218.5,114,1,0,32
1,66,0,0,94.6,21.4,40557.1,38664.4,270.4,1,0,32
1,61,0,1,94.5,21.8,25376.3,25207.1,169.2,1,0,32
1,69,0,1,96,35.7,24506.9,24343.5,163.4,1,0,36.9
0,80,5965,1,96,13.3,16297.4,13418.2,108.6,1,0,32
1,88,6589,1,96,13.7,20778.4,20639.9,138.5,1,0,30
0,49,4311,0,95.6,29,20740.8,19081.5,138.3,1,0,32
0,62,0,1,95.2,27.2,15098.8,14998.1,100.7,1,0,38.3
0,0,487,1,94.7,22.6,13517.1,11399.4,90.1,1,0,32
1,68,0,1,94.5,32.7,26635.8,26458.2,177.6,1,0,47.3
1,84,0,1,94.3,29.2,24443.5,24280.5,163,1,0,42.4
1,46,0,1,92.8,49.6,29105.7,28911.6,194,1,0,34.9
0,16,2356,1,93.5,17.2,19076,14624.9,127.2,1,0,18.9
0,0,0,1,93.8,0,6651.4,6518.4,133,1,0,23.9
0,56,4082,1,94.4,47.1,21065.6,19731.4,140.4,1,0,22.6
1,77,5172,1,94.9,62.8,28714.3,23354.3,191.4,1,0,34.5
0,0,0,1,93.6,0,1383.3,1355.6,27.7,1,0,32
0,33,0,0,93.7,77.4,35817.9,30087,238.8,1,0,32
0,12,0,1,94.4,0,2732.9,2678.3,54.7,1,0,32
0,35,2083,1,94.2,47.8,11736.9,8059.3,78.2,1,0,32.2
0,54,5627,1,93.2,71.3,15059.3,12951,100.4,1,0,32.5
0,90,0,1,93.1,67.7,18876,14031.2,125.8,1,0,27.3
0,82,4849,1,94.1,28.2,14202.1,12450.5,94.7,1,0,28.4
1,75,2440,1,94.4,81,25627.4,20929,170.8,1,0,24.3
1,73,4762,1,95.3,26.9,28858,28665.6,192.4,1,428,32
1,50,2971,1,94.5,55.4,26248.3,26073.3,175,1,63,24.8
1,62,5223,1,93.9,45.3,22470.1,17376.9,149.8,1,156,21.7
0,92,4536,1,94.7,87.7,20405,17956.4,136,1,0,32
1,88,3789,0,95.1,120,29968.1,28269.9,199.8,1,0,32
1,85,6293,1,94.8,70.9,26142.5,21611.1,174.3,1,0,32
1,80,2143,1,93.4,42.5,25151.2,20791.7,167.7,1,0,32
0,77,4273,1,93.9,71.6,12131.4,10069.1,80.9,1,0,29.7
1,36,2595,0,87.9,88.3,28598.8,28408.1,190.7,1,0,32
0,69,0,1,94.6,47.8,19053.9,15878.3,127,1,0,31.3
0,0,0,1,94.7,0,4587.2,4495.5,91.7,1,0,37
1,76,3808,1,94.5,85.2,26893.5,24921.3,179.3,1,212,38.3
0,80,3762,0,92.9,77,20579.2,17766.7,137.2,1,349,32
0,75,0,1,94.2,60.5,24709.2,20508.6,164.7,1,0,27.5
1,51,2455,0,94.2,79,31951.8,27478.6,213,1,329,32
0,67,7513,1,95,104.5,25165.9,19797.2,167.8,1,1853,36.5
1,79,3807,1,94.2,43,25412.8,24904.6,508.3,1,0,31.5
0,0,0,1,95.2,58.3,13711.7,13620.3,91.4,1,391,29.7
0,63,4210,1,95.6,78,14696.7,10483.7,98,1,0,34.5
1,61,2990,0,95.5,86.9,31610.3,29397.5,210.7,1,0,32
0,71,4102,0,95.2,83.1,23234.4,20213.9,154.9,1,0,32
1,71,3251,0,95.1,49.4,35775.4,34821.4,238.5,1,0,32
1,51,1432,1,93.9,60.3,25651,25480,171,1,352,43.2
1,98,5002,1,94.7,66,26716.5,24401,178.1,1,0,32
0,91,7999,1,92.1,100.4,19596.1,15872.8,130.6,1,0,40.8
1,61,2040,1,95.2,21.6,28795.4,27835.6,192,1,1951,48.7
1,62,1382,1,94,27.5,28948.3,25474.5,193,1,0,39.9
0,61,770,1,94.6,77.8,24388.7,19998.8,162.6,1,99,32
0,63,2217,0,86.3,75,23165,20694.1,154.4,1,92,32
1,40,2179,1,101.4,36.9,29080.5,26366.3,193.9,1,0,44.1
1,56,8934,1,102.2,50.2,28958.9,23649.7,193.1,1,4256,45
1,65,2643,0,88,87.5,27672.3,23798.2,184.5,1,2445,32
1,81,6378,0,95.3,106.4,33534,25709.4,223.6,1,83,32
1,82,3365,1,94.7,83.3,28634,26152.4,190.9,1,286,45.1
1,78,5316,1,94,122.7,36273.9,29865.5,241.8,1,0,43.5
0,81,8907,1,94.1,122.7,28003.9,23336.6,186.7,1,0,45.9
0,85,0,1,94.4,56.4,26348.3,22044.7,175.7,1,0,46
0,85,0,1,93.9,73.2,29208.6,25995.7,194.7,1,0,42.8
1,93,2670,1,94.7,32.9,28376.7,28187.5,189.2,1,0,47.7
1,85,4090,1,95,67.3,24084.5,18143.6,160.6,1,0,35.1
0,79,8699,1,95.5,62,21356.9,16943.1,142.4,1,0,35.8
0,0,0,1,95.3,0,3090.6,3028.8,61.8,1,0,32
0,67,0,1,94.7,69.3,26132.1,25957.9,174.2,1,1403,43
0,63,3096,1,94.6,32.3,14411.8,13355,96.1,1,0,46.2
0,0,4699,1,95.3,0,4695.3,4601.4,93.9,1,0,32
0,0,0,1,95.3,74.2,21861.2,18072,145.7,1,0,56.5
1,73,5422,1,94.5,24,28124.8,27187.3,187.5,1,469,63.9
0,82,3316,0,94,98.5,24126.6,21311.8,160.8,1,0,32
1,77,6164,1,95.3,39.8,26200.6,23580.5,174.7,1,0,50.2
0,77,8049,1,95.1,77,21852,18938.4,145.7,1,169,55.4
0,92,6417,1,94.7,43.6,18449.2,18326.2,123,1,69,46.9
1,73,5063,1,94.7,72,29399.7,23519.7,196,1,0,53.4
0,73,3593,1,94.1,39.5,17526.2,16533,116.8,1,0,45.5
0,73,5169,1,94,40.3,18177.1,18056,121.2,1,0,39.6
0,74,5056,1,94.6,67.9,15668.3,12691.3,104.5,1,0,47.7
0,74,5270,1,94.6,112,28059.4,25347,187.1,1,0,61.2
0,97,4717,1,93.9,194,29210,28236.3,194.7,1,0,64.6
1,96,0,1,94.1,41.5,27221.7,27040.2,181.5,1,0,61.5
1,68,6479,1,94.2,76.6,26985.3,24016.9,179.9,1,131,64
0,87,6987,1,94.1,67.4,21412.2,18842.7,142.7,1,0,62.1
1,78,1902,1,94.3,72.4,27576.1,23164,183.8,1,0,54.7
1,77,6310,1,94.2,69.4,29150.7,26721.5,194.3,1,0,47.1
1,85,2020,1,94.1,97.3,28472.4,21923.7,189.8,1,82,32
1,84,4207,1,92.9,91.5,28729.8,25282.2,191.5,1,0,45.1
0,78,4529,1,94.2,76.6,23167.3,21236.6,154.4,1,0,32
1,75,5132,0,94.2,56.2,30680.4,27203.3,204.5,1,0,32
1,76,3874,1,93.4,57.3,24051,19320.9,160.3,1,171,32
0,86,879,1,93.5,36.7,18401.6,17481.5,122.7,1,0,32
1,93,4656,1,94.3,16.4,21537.4,21393.8,143.6,1,0,46.9
0,79,4976,1,86.8,95.5,17540.6,17423.6,116.9,1,1175,39.2
1,70,2211,0,87.5,94.2,28121.7,27934.2,187.5,1,694,32
0,44,3557,1,94.4,38.5,13480.5,13390.6,89.9,1,0,57.2
0,68,2200,0,94.5,108.4,25680.7,25509.5,171.2,1,0,32
1,70,2901,0,94.1,33.5,37480,37230.1,249.9,1,0,32
1,75,2576,1,94.5,37.4,28003,27816.4,186.7,1,0,67.5
1,75,20,0,94.8,26.9,25770.2,25598.4,171.8,1,0,32
0,71,131,1,94.7,47.6,21880.5,21734.6,145.9,1,0,69.8
1,69,5315,0,94.3,28.7,34441.9,34212.3,229.6,1,0,32
1,-9,40,1,95,106.6,29255.4,29060.4,195,1,155,52.9
1,-106,1418,1,95.1,67.2,26721.9,26543.8,178.1,1,0,77.4
1,79,2025,1,94.6,26.7,28806.4,28614.3,192,1,0,80.2
0,74,7223,1,94.4,60.1,20268.7,20133.6,135.1,1,118,32
1,74,5015,1,87,61,28876.6,28684.1,192.5,1,406,66.6
1,66,1419,1,87.1,60.2,25666.5,25495.4,171.1,1,0,76.6
0,67,3487,1,87.2,66.2,21621.6,21477.5,144.1,1,0,71.1
1,63,1443,1,87.4,48.9,28718.5,28527.1,191.5,1,1182,58.5
0,66,2122,1,87.5,142.4,28519.4,28329.3,190.1,1,0,57.6
1,73,9491,1,87.1,41.1,24094,23933.3,160.6,1,0,32
1,88,9786,1,87.2,32.6,29024.1,28830.6,193.5,1,0,47.3
0,91,11059,1,87.5,130.2,28597.7,28407.1,190.7,1,0,55.2
0,87,5867,1,87.4,47.4,17587.2,17469.9,117.2,1,0,52.2
1,82,3853,1,87.2,42.4,29727.7,29529.5,198.2,1,0,50.7
1,78,10782,1,86.7,45.4,24159,23998,161.1,1,0,51.6
1,68,2125,1,87.3,86.4,31982.7,31769.4,213.2,1,0,58.5
1,67,3248,1,87.3,53,28263.2,28074.8,188.4,1,484,48.7
1,82,8806,1,87.4,58.8,27320.6,27138.5,182.1,1,0,51.3
1,80,7542,1,87.3,58.3,27901.8,27715.8,186,1,72,32
1,84,5727,1,87.3,108.5,29378.6,29182.8,195.9,1,147,54.5
1,76,5115,0,87.1,80.2,32875.2,26081,219.2,1,1049,38.3
0,45,10694,1,87.3,71.8,9038.7,8978.4,60.3,1,231,48.6
0,57,9890,1,87.1,0,3166.2,3102.9,63.3,1,0,32
0,55,684,1,87,113.6,23392.9,18402.4,156,1,0,32
0,61,6110,1,87.1,51.1,18585.7,18461.8,123.9,1,2640,32
1,67,840,1,87.2,37.5,28805.7,28613.7,192,1,164,70.3
1,-11,225,1,87.5,36.2,26548.4,26371.5,177,1,0,78.1
0,0,9279,1,87.3,0,4132.7,4105.1,27.6,1,0,52.9
0,-124,945,1,88.1,0,3205.6,3184.3,21.4,1,0,56.1
0,67,2908,1,87.1,67.4,17438.2,16450,116.3,1,0,59.5
1,64,14854,1,87,109.9,30783.6,28423.5,205.2,1,0,73.2
1,0,674,1,87.3,34.4,28596.2,28405.6,190.6,1,0,79
1,95,14920,1,87.5,64.1,30124.7,24200.1,200.8,1,0,75.9
1,86,11673,1,87.3,55,27591,22808.6,183.9,1,0,32
1,88,10851,1,87.7,37.8,27535.1,27351.5,183.6,1,0,79.2
1,87,13907,1,87.6,57.2,28852.6,24813.3,192.4,1,0,83.1
