SleepQuality,Regularity,Steps,Alarm,PA,MovementsPerHour,TimeInBed,TimeAsleep,TimeBeforeSleep,Snore,SnoreTime,Temperature
1,-6,1108,1,87.2,75.2,27272,21090.4,181.8,1,0,82.6
0,-127,13983,0,87.2,0,2418.5,2370.1,48.4,1,0,32
1,0,302,0,87.2,67.4,28138.5,27950.9,187.6,1,223,69.6
1,-73,6331,1,87.2,65.5,30761.6,30556.6,205.1,1,0,76.8
0,45,17859,1,87.6,105,21963.6,19254.8,146.4,1,333,32
1,72,19843,1,88.1,36.8,28900.5,28707.9,192.7,1,0,32
1,72,1988,1,88.2,57.8,30411.9,30209.2,202.7,1,0,82.4
0,-89,104,0,87,104.9,25563,22580.6,170.4,1,0,75.6
1,-98,6210,0,86.8,47.7,26490.8,26314.2,176.6,1,0,55.4
1,0,148,1,87.5,67.1,28634,28443.1,190.9,1,531,76.8
0,-125,1587,0,87.6,89.5,17782.1,15885.3,118.5,1,0,51.3
1,-65,1174,0,87.7,34,37096.7,36849.4,247.3,1,0,63.1
1,37,1195,0,87,41.7,46359.1,44195.7,309.1,1,134,53.8
0,62,1781,1,86.7,97.6,22914,22761.2,152.8,1,117,79.5
1,11,1495,1,87.2,45.2,29953.8,29754.1,199.7,1,0,72.9
0,83,386,0,86.9,50.6,22587.3,17919.2,150.6,1,466,55.4
1,59,2609,0,87.2,41,34013.7,33786.9,226.8,1,0,46.8
1,66,1985,1,99.3,48.4,24113.4,23952.7,160.8,1,1148,32
1,0,9225,1,100.6,52.4,30231.1,26099.5,201.5,1,0,69.4
1,22,7609,1,100.4,48.7,28514.6,23952.2,190.1,1,0,83.7
1,24,9210,1,100.4,97.3,28613.5,23177,190.8,1,0,32
0,0,3215,0,86.8,105.5,21012.8,20872.7,140.1,1,0,42.3
1,71,3369,1,87.6,99.3,29391,24786.4,195.9,1,0,32
1,75,5717,0,87.5,62.7,27260.2,24715.9,181.7,1,0,45
1,83,6130,0,87.4,0,30660.6,30456.2,204.4,1,0,68
1,77,4925,0,86.7,49.3,24059.7,23899.3,160.4,0,0,47.1
0,74,5724,1,86.4,46.7,15416.6,15313.9,102.8,1,0,44.8
1,63,2166,0,86.4,58.7,34068.8,30321.3,227.1,1,0,40.3
1,85,2383,1,87.1,15.4,27608.9,27424.9,184.1,1,0,32
1,78,1835,0,87.4,0,25364.1,25195,169.1,1,0,50
1,73,4361,0,87.8,75.7,37042.7,30992.4,247,1,0,44.2
1,28,10137,0,94.3,36.6,33916.3,32446.6,226.1,1,0,52.9
1,77,1164,1,94,64,30734.7,30529.8,204.9,1,0,35.6
1,71,6764,0,94.6,45.5,33158.2,32937.2,221.1,1,0,34.9
1,0,3453,0,95.2,24.5,24954.7,23540.6,166.4,1,0,42.8
0,48,4185,1,94.8,85.1,23431.4,23275.2,156.2,1,0,43.7
1,67,7537,1,94.6,44.6,25403.2,25233.8,169.4,1,0,43.5
1,92,4864,1,95.2,29.6,24041.4,23881.2,160.3,1,0,33.4
1,44,5842,0,94.1,20.6,31629,31418.1,210.9,1,0,47.7
1,85,3124,1,94.4,41.3,27625.7,26152.3,184.2,1,0,55.9
1,89,4857,0,94.6,31.3,25234.3,24140.8,168.2,1,0,45.7
1,86,3023,1,94.3,43.9,28858.3,28665.9,192.4,1,0,55.9
0,78,3538,1,94.1,42.6,17072.2,15649.5,113.8,1,0,37.2
1,69,5518,1,94.5,39.8,31456.7,29045,209.7,1,0,45.9
1,64,4462,0,94.1,58.7,30020.3,26818.1,200.1,1,0,43.9
1,65,2246,1,95.3,34.8,24494.2,24330.9,163.3,1,0,41.4
0,65,7734,1,95.7,28.9,20457.3,20320.9,136.4,1,0,45.5
0,0,0,1,95.8,59.1,6795,6749.7,45.3,1,0,53.4
0,68,3173,1,95.6,49.8,14067.9,13036.3,93.8,1,0,42.8
0,57,3067,1,95.4,48.4,18944.8,15661,126.3,1,0,43.2
1,42,6315,1,95.1,37.9,29848.5,29649.5,199,1,0,65.5
1,45,4447,1,95,26.5,27233.5,25599.5,181.6,1,0,38.8
1,58,3393,0,95.1,29.6,31114.1,30906.7,207.4,1,0,26.8
0,79,1561,1,95,51.5,21720.2,16217.8,144.8,0,0,31.1
0,80,1204,0,94.8,72.6,21566.5,17612.7,143.8,1,0,32.4
1,83,991,1,95.1,57.8,26353.6,26177.9,175.7,1,0,30.7
0,78,4754,1,95.4,47.3,11369.3,10649.3,75.8,1,0,34.7
1,71,5508,1,95.3,52.1,24215,19452.7,161.4,1,0,57.4
1,72,5062,0,95.1,65.1,29710,23272.8,198.1,1,0,42.1
1,0,20,0,94.9,60.3,28923.5,23910.1,192.8,1,0,58.1
1,55,694,1,94.8,27.5,30385.7,30183.1,202.6,1,0,46
0,0,1513,1,95.1,58,16286.9,15309.7,108.6,1,0,64.8
0,49,2790,1,95.1,9.8,13082.2,12995,87.2,1,0,44.1
1,-125,26,1,95.1,36.1,23892.9,20388.6,159.3,1,0,60.8
1,33,2857,1,94.8,49.8,25753.5,22319.7,171.7,1,0,53.1
1,35,4141,1,94.7,37.4,26758.1,26579.7,178.4,1,0,53.1
0,47,3640,1,94.5,62.7,8881.3,6720.1,59.2,1,0,46.9
0,53,1178,1,94.8,61.9,24248,20287.5,161.7,1,0,50.7
0,0,2643,1,93.9,43.3,7946.6,4291.2,53,1,0,30.6
1,-22,6040,1,94.4,13.9,22750.1,21309.3,151.7,1,0,34.5
0,59,1963,1,95.2,15.2,7873.3,7820.8,52.5,1,0,32
0,-15,252,1,95.2,79.2,21581.6,17553,143.9,1,0,30.9
1,0,2459,1,85.9,42.5,30020.2,28219,200.1,1,0,16.3
0,51,3837,1,86.6,20.1,17803.5,17269.4,118.7,1,0,12.6
1,61,145,1,94.3,53.6,27464.6,27281.5,183.1,1,0,35.1
1,68,5180,1,95.1,42.7,29926.8,29727.3,199.5,1,0,46.8
1,75,208,1,94.3,31.5,29035.1,28841.5,193.6,1,69,42.8
1,75,3525,1,94.4,49.4,26139.8,24048.6,174.3,1,0,44.6
0,83,1526,1,94.2,57.5,21081.1,19746,140.5,1,0,44.1
0,36,0,1,94.1,0,2246.5,2231.5,15,1,0,45.5
1,83,2313,0,93.6,64.9,28185.8,25273.3,187.9,1,0,37.9
1,84,3410,1,94.2,61,29815.3,24846.1,198.8,1,0,44.6
0,66,1484,1,95.1,47.8,9564.3,7332.6,63.8,1,0,34.9
0,15,3695,1,94.9,44.5,21933.6,20178.9,146.2,1,0,36.1
1,-11,3182,1,94.6,28.2,30254.3,30052.6,201.7,1,0,40.8
0,-74,328,1,86.8,49.7,19181.5,16815.8,127.9,1,0,34.7
1,93,2305,0,86.6,21.9,27286.6,27104.7,181.9,1,0,23.7
0,-55,81,1,87.8,0,7758.2,7706.5,51.7,1,0,24.4
1,36,1957,0,87.6,10.1,31243.3,31035,208.3,1,0,23.4
1,18,316,1,86.5,31.1,27904.3,27718.3,186,1,0,32.9
0,40,1266,1,86.4,45.6,20092.1,18283.8,133.9,1,0,42.4
1,0,1148,1,99,82.6,30503.6,26334.8,203.4,1,0,36.9
1,56,943,1,87.3,57.1,30680.6,26385.3,204.5,1,0,28.4
1,71,2482,1,87.6,26.9,29537.3,29340.3,196.9,1,0,38.3
1,83,1011,0,86.6,37.8,31896.9,31684.2,212.6,1,0,39.9
1,88,3886,1,86.8,27.3,26792.7,26614.1,178.6,1,0,31.8
1,-7,1860,1,87.9,47.1,29905.1,25618.7,199.4,1,0,23.7
1,27,5453,1,96.2,39.5,30695.8,29058.7,204.6,1,0,32.2
1,30,6013,1,95.3,33.2,28463.6,27419.9,189.8,1,0,36.1
0,60,3983,1,94.4,53.5,21531.3,16579.1,143.5,1,553,35.8
0,29,5668,1,94.1,0,11897.6,11818.3,79.3,1,0,32
1,30,4892,1,95.2,49.9,34372,34142.8,229.1,1,0,20.7
1,33,1984,1,94.6,33.8,23982,22143.3,159.9,1,0,32.2
1,84,1148,1,94.1,43.3,23849.1,23133.7,159,1,0,29.5
1,-11,23,0,94.2,36.7,26557.9,26380.8,177.1,1,0,32.4
0,-21,74,1,93.1,16.6,10715.7,10644.3,71.4,1,0,30.6
1,0,4159,1,95.1,57.8,30665.7,28825.8,204.4,1,125,39
1,100,1074,1,94.8,43.5,30569.8,30366,203.8,1,0,36.1
1,99,3939,1,95.5,53.9,31019.3,26366.4,206.8,1,0,39.6
0,95,1788,1,95.2,69.2,25319.5,21521.6,168.8,1,0,41.2
1,91,4372,1,95.5,36.7,31192.4,30984.4,207.9,1,253,45.9
1,77,2962,1,95.5,41.4,30679.5,26793.4,204.5,1,82,52.9
1,79,3108,0,95.1,69.3,30935.4,27120.1,206.2,1,96,27.1
0,78,2253,1,99.5,55.2,24133.4,23972.5,160.9,1,0,32.4
1,76,1541,1,100.2,44.8,30427.6,30224.8,202.9,1,1293,32.7
0,63,1131,1,95.6,65.5,21086.5,16517.8,421.7,1,0,41
1,59,717,1,95.5,60.9,29995.7,24296.5,2099.7,1,0,43
1,60,2557,0,95.2,47.1,26223.6,20541.8,524.5,1,0,34.5
1,66,1805,0,95,51.1,33474.9,30462.1,669.5,1,0,32.5
1,-4,2744,1,95.5,22.3,21852.3,21415.2,437,1,0,39.7
0,0,1134,1,95.1,18,20219,16714.4,404.4,1,0,31.6
1,-80,5053,0,95,52,28849.1,24329.4,577,1,0,35.4
1,-11,3210,0,95.4,19,26353.5,23806,527.1,1,0,29.8
1,0,5208,0,95,39.5,32643,31990.1,652.9,1,0,32.9
1,94,1905,1,94.8,37.9,29999.6,28599.6,600,1,0,44.2
1,92,3260,0,94.9,23.6,32143.4,28929,642.9,1,0,38.7
0,80,4467,1,96.2,54.8,14077.6,12341.3,281.6,1,0,32.9
1,74,980,1,96,50.5,25066.4,20972.3,501.3,1,0,44.8
0,72,5590,1,95.7,43.9,18742.6,17867.9,374.9,1,0,44.6
1,84,3516,1,95.7,20.2,21686.6,19228.8,433.7,1,0,34.3
0,86,1568,1,94.9,40.4,13632.2,12587,272.6,1,0,51.6
1,65,1984,1,95.6,45.2,28745.3,24529.3,574.9,1,0,35.1
1,99,3912,1,95.4,80.5,28276.1,23374.9,565.5,1,0,48.6
1,81,5664,1,95.1,86,28895.1,26101.9,577.9,1,0,53.8
1,77,2788,1,94.7,72.5,29259,27113.4,585.2,1,0,56.1
1,70,4682,0,94.3,25.3,26758.3,25242,535.2,1,0,35.8
1,80,3500,0,93.9,29.7,30110.9,29508.7,602.2,1,0,31.5
1,78,1067,1,95.1,25.6,24041,22117.7,480.8,1,79,28.9
1,71,5243,0,94.9,48,30862.9,26439.2,617.3,1,0,40.8
1,78,1774,1,95.1,57.7,26471.5,24000.8,529.4,1,0,33.8
1,79,3710,1,94,53.6,26916.1,23955.3,538.3,1,0,36.7
0,80,223,0,93.4,89,24172.7,18935.3,483.5,1,0,28.9
0,0,4715,0,101.2,95.1,23354.8,18372.4,467.1,1,0,45.9
0,63,4468,0,100.3,45.8,17208,14684.1,344.2,1,0,45.1
1,72,2782,0,94.4,35.5,24983.5,24483.8,499.7,1,0,32.7
1,71,944,1,94.6,44.7,29552.8,27090.1,591.1,1,0,27.1
1,54,1464,0,94.8,63.2,27678.5,24910.7,553.6,1,0,34.5
1,74,1093,0,94.5,51.4,29420.8,27067.2,588.4,1,0,34.9
1,77,1580,1,94.3,11,26307.9,25781.8,526.2,1,0,40.8
1,64,1759,1,94.7,2.9,22787.8,21040.8,1747.1,1,0,44.2
0,0,1677,1,93.7,11,7059.5,6918.3,141.2,1,0,37.4
1,56,1814,1,94.6,11.4,25864.9,25347.6,517.3,1,0,39.7
0,61,2437,1,94.8,2.1,11238.7,11013.9,224.8,1,0,39.6
0,15,0,1,94.9,0,1742.1,1707.3,34.8,1,0,32
1,0,2709,1,94.9,27,31094.1,30472.2,621.9,1,0,42.8
1,97,2449,1,95.5,33.1,29965.8,29366.5,599.3,1,0,47.8
0,92,1656,1,95.4,99,24607.3,17307.2,3527.1,1,0,43.5
1,94,2266,1,94.7,26.1,25427.3,23223.6,508.5,1,0,41.9
1,94,2320,1,94.3,46.3,24556,22100.4,491.1,1,0,45.7
0,41,0,0,94.3,44.7,13484.4,11641.5,269.7,1,0,61.7
1,90,1202,0,94.1,35.6,23938.6,21704.4,478.8,1,127,41.5
1,63,2316,0,94.5,28.4,28979.6,27627.3,579.6,0,0,41.9
1,65,1460,1,94.5,22.4,26064.8,24327.1,1216.4,1,0,51.4
0,69,2928,1,95,49.9,19429.2,19040.7,388.6,1,0,44.8
1,68,925,1,95.4,0,25771.3,25255.9,515.4,1,0,59
0,69,1761,1,95.4,27.6,7528.2,1129.2,3739,1,0,48.2
1,52,2424,1,95.2,15.9,29297.6,26367.8,2148.5,1,0,46.6
1,55,1879,1,95,23.9,29769.2,26494.6,2282.3,1,0,54
1,53,5242,0,94.8,31.7,28767.4,27616.7,575.3,1,0,47.1
1,73,1356,0,94.8,16.2,29312.3,27553.6,586.2,1,0,50
1,87,1547,1,94.5,52.1,28145,24017.1,562.9,1,0,65.1
1,59,1159,1,94.7,52.1,30232.7,27814.1,604.7,1,0,48.9
1,46,2711,1,94.8,5.7,28999.5,28419.5,580,1,0,56.8
0,55,1794,1,94.3,7.4,16505.6,16175.5,330.1,1,0,54.1
1,64,1127,0,95.2,13.6,31721,29923.5,634.4,1,0,38.5
1,77,1207,1,95,29.8,29367.5,28780.2,587.4,1,0,66.2
1,80,114,0,95.5,15.5,33185,30972.7,1548.6,1,0,46
0,48,1262,1,95.3,36.9,17357.2,15679.4,347.1,1,0,52.2
0,-23,37,1,95.2,36.3,7238,7093.2,144.8,1,0,32
0,27,3271,1,94.5,22,12992.1,6972.4,4547.2,1,0,49.6
1,36,336,1,94.3,20.8,29299.7,28713.7,586,1,0,64.6
1,41,954,0,93.8,11,34949,34250,699,1,0,55.2
0,37,283,1,93.6,18.2,11832.5,5285.2,907.2,1,0,49.8
1,48,765,0,94.2,39.8,33351.4,29460.4,667,1,0,45.1
0,47,1210,1,94.4,61.9,9244.7,8351.1,184.9,1,0,48
0,0,136,1,94.4,4.5,7139.9,6997.1,142.8,1,0,49.5
0,58,335,1,94.9,16,18152.8,13554.1,1815.3,1,0,48.2
1,0,1594,0,94.9,19.6,29826.5,28136.3,596.5,1,0,40.6
1,74,3650,0,94.8,19.5,28773.1,28197.6,575.5,1,0,50
1,73,954,1,94.7,25.5,33977.5,31485.8,2491.7,1,0,53.1
1,76,880,1,94.6,39.2,26172.1,24689,523.4,1,0,57.6
1,74,1172,0,94.6,30.6,30436.3,28711.6,1014.5,1,0,57.4
1,88,2991,0,93.7,5.2,25122.8,24620.3,502.5,1,0,59.4
1,85,1235,0,94.5,29.5,31801.2,29363.1,1378.1,1,0,49.8
1,70,859,0,94.5,22.3,31828.3,28857.7,636.6,1,0,54.7
0,70,295,1,94.9,22.2,21120.3,18163.4,422.4,1,0,70.2
1,72,1195,0,94.8,23.1,24811.1,21502.9,3308.1,1,0,59
0,75,1231,1,94.6,34.9,20665.8,19839.1,413.3,1,0,58.3
1,80,201,1,93.7,22.2,25687.3,23118.6,513.7,1,0,63.9
1,67,1077,0,94,19.5,28416.1,27847.8,568.3,1,0,46.9
1,48,2861,0,94.4,21.1,26717.5,25203.5,1514,1,0,40.5
1,-49,1042,0,95.4,12.3,27575.3,26840,735.3,1,0,55.2
0,0,1129,0,95.2,18.7,18787.5,14779.5,1440.4,1,0,44.1
0,-112,3412,0,95,10.3,18117.6,15218.8,905.9,1,0,50.5
1,-33,10576,0,94.4,40.7,37441,32823.2,748.8,1,0,58.1
1,54,7940,0,94.7,23.8,27653.5,26455.2,553.1,1,0,47.5
1,56,2822,0,94.8,31.2,24299.8,21383.8,1296,1,0,47.5
1,65,1648,0,94.7,37.9,26860.8,23189.8,1343,1,0,53.2
0,19,406,1,87,0,2768,2712.6,55.4,1,0,45
0,71,4330,1,87.6,42.7,17236.4,14765.9,344.7,1,0,51.4
0,-10,975,0,87.6,77.3,8925.4,6961.8,178.5,1,0,32
1,73,4593,0,87.6,38.7,24016.7,19933.9,480.3,1,0,42.1
0,0,1751,0,87.4,17.5,19677.3,17447.2,393.5,1,0,60.6
0,-24,2667,0,87,36.9,12634.6,8760,252.7,1,0,56.8
1,-6,1977,0,87,27,37346.7,36599.7,746.9,1,0,45.5
1,22,2120,1,94.8,4.6,28057.1,27496,561.1,1,0,72.3
1,85,1476,1,86.5,14.9,24267.2,20465.3,485.3,1,0,46
0,-70,5423,1,87.1,99.2,11244.4,10232.4,224.9,1,0,46.6
0,79,207,0,87,28.1,21323.1,19190.8,426.5,1,0,47.8
0,54,1773,1,86.9,18.1,17151.2,14750,1772.3,1,0,36.7
1,54,5895,0,87,7.1,36392.4,35664.6,727.8,1,0,40.8
1,66,3883,0,87.3,44.8,28793.3,26201.9,575.9,1,66,46.2
1,72,9092,0,87.5,47.5,36329.2,33059.6,726.6,1,0,40.3
1,81,3280,0,95,44.8,38434.6,35872.3,768.7,1,0,51.6
1,82,2992,0,95,17.2,36074.3,33188.3,1563.2,1,0,52
1,71,621,0,94.8,23.8,25745.9,24716,514.9,1,0,54.3
1,45,2108,0,87.5,44.2,40379.8,35399.6,807.6,0,0,49.8
1,30,2096,0,87.5,15.3,33388.7,30272.4,667.8,1,0,44.4
1,85,3224,1,87.2,20.5,29757.6,28170.5,595.2,1,0,63.3
1,79,3513,0,87.3,26.5,30285.4,27559.7,605.7,1,0,48.7
1,82,1965,0,87.4,43.8,30579.8,26094.7,611.6,1,0,59.4
0,80,1123,0,87.2,34.7,23764.3,23289,475.3,1,0,68.4
0,32,2281,0,87.3,0,1827.8,1791.2,36.6,1,0,32
0,-77,0,1,87.5,29,17137.5,16394.9,342.8,1,0,79.5
1,-18,1710,0,87.4,38.5,26661.6,22484.6,533.2,1,0,58.5
0,30,958,1,87.3,33.4,16421.8,14560.6,328.4,1,0,76.1
0,-5,45,1,87.3,0,5239.1,5134.3,104.8,1,0,32
0,27,1819,1,87.1,25.2,21384.6,19531.2,427.7,1,0,52
0,65,6273,1,86.8,13.8,20684.3,18753.8,1241.1,1,0,53.1
0,72,4744,1,86.8,14,19418,14822.4,970.9,1,0,48
0,41,65,1,86.9,0,6267.7,6142.4,125.4,1,0,60.1
1,90,5182,1,87,33,28593.8,26211,571.9,1,0,44.2
1,89,3172,1,87.2,26.8,32026.5,30531.9,640.5,1,0,66.2
1,76,5788,1,87.3,39.5,29377.6,24089.6,587.6,1,0,57.2
1,58,715,0,87,16.8,32428.8,31780.2,648.6,1,0,53.8
1,89,2108,1,87.2,40.2,28111.7,24738.3,562.2,1,0,72
1,90,1319,1,87.3,35.1,28104.7,26699.4,562.1,1,0,61.7
1,74,3171,0,87.4,47.7,32997.7,30797.9,660,1,0,47.7
1,69,894,0,87.4,47.4,34128.4,30374.3,682.6,1,0,50.7
1,76,2644,1,87,37,25003.7,22503.3,500.1,1,0,69.1
1,75,1901,0,86.8,31.6,32684.3,28326.4,653.7,1,0,46.2
0,75,4828,1,87.3,38.8,20331.2,19924.6,406.6,1,154,51.8
0,76,436,1,87.4,31,20920.1,19525.4,418.4,1,0,47.1
1,82,2727,1,87.5,39.4,23848.5,22735.6,1112.9,1,0,63.3
1,83,2335,0,87,21.2,24856.3,22867.8,497.1,1,0,46.4
1,85,322,0,86.9,47.3,29078.5,27140,581.6,1,0,46.6
1,83,1594,0,87.2,51.6,34716,30897.3,694.3,1,0,42.4
0,77,698,1,87.5,44.2,22126,21683.5,442.5,1,0,52.3
1,68,5351,0,87.5,20.1,35648.9,33747.6,1069.5,1,0,48.9
0,64,1129,1,87.3,19.4,21002.8,19812.6,420.1,1,0,72
1,0,4656,0,87.5,27,31859.9,28673.9,637.2,0,0,57.2
0,43,2481,0,87.5,32.5,23483.2,21448,469.7,0,0,63.3
1,71,4374,1,87.3,48,27205.2,22852.4,544.1,1,0,66.9
1,74,2117,0,87,43.7,34572.2,32958.8,691.4,1,0,55.2
0,63,3103,1,86.8,25.4,12032.5,8101.9,2246.1,1,0,49.8
1,59,4355,0,87.1,38.7,37046.3,36305.4,740.9,1,0,53.2
1,50,3748,0,87.1,21.4,22410,18152.1,1568.7,1,0,54.3
0,54,2605,1,87,31.2,18839.5,17646.3,376.8,1,0,55.6
1,64,4350,0,86.8,34.2,29391,28215.3,587.8,1,0,52
0,67,3863,1,87,46.9,23439,22345.2,468.8,1,0,61.5
0,69,3177,0,86.9,44,25983.4,23385.1,519.7,1,0,53.8
0,67,2722,1,87.2,40.2,19188.7,16502.3,1982.8,1,0,51.6
1,69,2258,1,94.5,11.5,27885.3,24539.1,1673.1,1,0,77
1,71,1516,0,87.2,12.3,27552.3,26266.6,551,1,0,32
0,80,689,0,87.1,30.7,22594.4,20711.5,451.9,1,0,59.7
1,81,2294,0,87.5,56.4,29527.2,23818.6,590.5,1,0,44.8
1,81,2728,0,87.4,40.3,35442.1,34733.2,708.8,1,0,52.7
1,-4,29,0,87.6,48.9,27679.9,25742.3,553.6,1,0,72.3
0,0,1281,1,87.4,19.4,16767.8,13805.5,2235.7,1,0,70
0,-106,2483,0,87.8,52.3,25123.6,21020.1,502.5,1,0,43.7
1,-24,4070,0,87.4,28.4,24638.6,23242.4,492.8,1,0,67.1
1,67,1659,0,94.7,31.1,34402.6,33714.6,688.1,1,0,60.4
0,76,1135,1,101.2,56.4,25399.9,21759.2,508,1,0,54.5
0,82,3451,1,101.7,55.7,25072.7,21228.2,3008.7,1,0,50
0,68,3782,1,101.5,0,1920.3,646.5,38.4,0,0,32
0,81,3897,0,101.5,26.7,21822.8,20877.1,436.5,1,0,49.6
0,79,2438,1,101.2,49.6,23758.7,21858,475.2,1,236.1,55.6
0,75,700,1,101.3,79.8,27039,22081.8,901.3,1,142.3,54.3
1,72,3512,0,87.4,34.8,34961.5,34262.3,699.2,1,0,44.4
1,75,3589,1,87.4,59.3,29261,28675.8,585.2,1,0,44.2
1,78,3682,0,94.8,36.2,27047.3,25604.8,540.9,1,0,61.5
1,85,3243,0,94.5,26.8,29243.2,27878.5,584.9,1,0,56.3
1,87,1790,0,94.9,19.8,25610.8,22964.4,1109.8,1,0,57.4
0,74,3798,1,95,74.6,22868.8,20200.8,457.4,1,0,53.1
1,69,3458,0,94.6,27.2,31619.7,30144.1,632.4,0,0,54.5
1,58,3388,0,94.8,42.2,26805,24303.2,536.1,1,0,32
0,54,987,1,94.9,44.5,16800.3,15904.3,336,0,0,54.1
0,8,200,1,94.9,0,3616.7,3544.4,72.3,1,0,78.4
1,47,1344,1,94.9,37.9,23632.6,20639.2,472.7,1,0,57.4
1,59,903,1,94.8,25.6,25900.5,24346.5,518,1,0,53.4
1,-3,294,0,95.2,31.5,26120.3,24814.3,522.4,1,0,60.3
1,86,545,0,95.7,41.2,31079.8,28386.3,621.6,0,0,59.9
0,60,4050,1,95.3,32,12996.6,11913.6,779.8,1,0,63.5
0,-38,129,1,95,93,20163.9,19222.9,403.3,1,0,83.5
0,55,360,1,95.2,23.6,19265.7,15219.9,385.3,1,0,62.8
0,-99,384,1,95.4,24.2,19014.5,18254,380.3,1,0,80.8
0,89,443,0,95.1,71.4,23630.5,16226.3,472.6,1,0,77.2
0,86,100,1,95,47.6,16440.1,16111.3,328.8,1,0,72.3
0,0,560,1,95.2,22.8,13322.8,10880.3,266.5,1,0,59.9
0,-11,1099,1,95,39.4,14606.9,11003.9,292.1,1,0,67.1
1,-47,294,0,94.4,30.7,26084.2,22432.4,521.7,1,193.8,58.3
1,34,181,1,94.5,20.6,26471.7,25942.2,529.4,1,0,51.6
1,65,4233,1,95.2,25.1,26610.5,22441.6,532.2,1,0,42.4
0,81,1119,1,95.7,20.1,18288.2,13594.2,1036.3,1,0,52.3
1,77,456,1,96.1,27.3,22806.3,20753.7,456.1,1,0,47.5
1,82,81,1,95.8,27.2,28130.6,27568,562.6,1,0,49.8
0,82,1794,1,95.3,33,20102.5,19298.4,402,1,0,54
1,80,744,0,95.3,53.1,33020.9,25976.5,660.4,1,0,47.7
0,76,497,1,95.2,38.9,23349.4,22882.4,467,1,0,53.2
0,63,809,1,95.3,76,12598.1,10498.5,252,1,0,52.7
0,4,139,1,95.3,32.4,16193.2,14411.9,323.9,1,0,60.8
0,0,278,1,94.9,21.2,11209.4,10312.6,224.2,1,0,51.6
0,-9,103,1,95.1,0,2566.6,2515.3,51.3,1,0,56.3
0,-20,155,0,95.1,39.7,11880.5,9781.6,237.6,1,0,57.6
1,-54,115,1,95.3,52.5,28952.3,27794.2,579,1,0,36.5
1,-35,209,1,95.2,37.6,30115.8,28208.5,602.3,1,0,42.1
1,-3,244,0,94.8,27.7,31070.5,29309.9,621.4,1,0,53.6
0,0,412,1,95,74.2,18659.9,16731.7,373.2,0,0,35.1
0,-110,1170,1,95.7,77.3,23506.6,21547.7,470.1,1,60,35.4
1,-62,627,1,95.8,51.4,26963.1,24985.8,539.3,1,720,68
0,-22,352,1,95.5,27.1,16050.9,12305.7,321,1,180,47.3
0,-8,519,1,95.3,0,5373.7,5266.2,107.5,1,120,74.8
0,0,27,1,95.1,0,5218.3,5113.9,104.4,1,0,32
0,56,927,1,95,40.2,20318.8,16255,406.4,1,60,58.1
0,43,1047,1,95.4,53.1,15840.7,11880.5,316.8,0,0,45.9
0,36,1683,0,95.3,69.2,21161.3,17916.6,423.2,1,600,55.2
0,56,544,1,95,9.7,19834.5,18380,396.7,1,0,52
0,80,607,1,95.2,15.3,21235.1,20102.6,424.7,1,0,52.2
0,80,586,1,95.8,60.1,24555.3,19889.8,491.1,1,300,52.3
1,78,1235,0,93.9,73.2,31637.2,23727.9,632.7,1,300,38.1
1,75,3123,0,93.8,39.7,29690.4,28205.9,593.8,1,360,32.9
1,80,470,1,95.1,47.2,26770.5,24004.2,535.4,1,71.5,19.2
1,70,679,1,95.1,30.7,26021.5,21858,520.4,1,300,38.8
1,71,1281,1,95,28.4,23948,22271.7,479,1,180,50
0,86,130,1,94,80.9,26049.7,22489.6,521,1,409.9,46.2
0,78,465,0,95.5,70.7,24024.9,21702.5,480.5,1,600,40.6
0,61,236,1,95,18.7,13136.7,11866.8,437.9,1,180,48.9
0,66,741,0,93.4,39,19484.9,17016.8,389.7,1,420,47.7
0,75,459,1,93.7,0.4,9307.7,8687.2,620.5,1,0,44.1
0,-20,69,1,95.6,60.6,16312.2,12016.7,326.2,1,300,43.5
1,67,169,1,96.1,71.1,27933.2,25139.9,558.7,1,1020,32
0,-87,100,0,96,60.9,22452.2,17662.4,449,1,420,51.3
0,-7,95,1,95.1,60.3,16517.9,13930.1,330.4,1,240,49.5
0,0,1079,1,86.6,30,11223.4,7594.5,224.5,1,360,32.2
1,-75,1896,0,87.6,54.5,27451.7,24066,549,1,574.1,31.3
1,0,1773,0,95.3,64.8,29879.8,28684.7,597.6,0,0,42.4
1,98,492,1,95.3,59.8,29645.2,23320.9,592.9,1,1200,41.9
0,82,805,1,96,57.7,15484.6,12800.6,309.7,1,360,39.4
0,21,54,1,96,54.5,15825.9,15509.4,316.5,1,420,59.4
0,75,532,1,95.3,71.5,24839.8,20782.6,496.8,1,900,51.6
1,69,2366,0,95.9,41.6,28452.6,24564,569.1,1,841.9,35.2
1,71,507,1,96.2,14.1,28727.3,25471.6,3255.8,1,0,39.9
1,70,2569,1,95.7,68.1,28767.7,23301.9,575.4,1,720,50.9
0,56,154,1,95.4,74.7,27481.3,25282.8,549.6,1,86.2,43.2
0,0,467,1,95.7,11.5,7825.4,7668.9,156.5,1,180,37.8
0,0,347,0,95.9,65.1,16726.1,12767.6,334.5,1,120,41.4
1,68,2153,1,95.4,90,30659.7,28513.5,613.2,1,780,45.3
0,70,941,1,95.2,85.4,27402.9,23201.1,548.1,1,900,35.1
1,77,272,0,96.1,66.7,35827.2,30214.3,2746.8,1,840,33.6
